BOR;AN;FI;GRP;FI_EJ;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2019;170017594;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20002986600148;HOP DE JOUR L'EMBELLIE;;22;R;DES SAUNIERS;;;17000;LA ROCHELLE;17300;;
IDB;2019;170017602;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20002986600288;HOPITAL DE JOUR LE VERMENDOIS;;38;R;EMILE COMBES;;;17300;ROCHEFORT;17299;;
IDB;2019;170017644;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20002986600189;POST URGENCES ST LOUIS;;;R;DU DOCTEUR SCHWEITZER;;;17000;LA ROCHELLE;17300;;
IDB;2019;170017651;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20002986600130;HOPITAL DE JOUR PSYCHOGERIATRIE;;;R;MOULIN DES JUSTICES;;BP 519 - PUILBOREAU;17022;LA ROCHELLE CEDEX 1;17300;;
IDB;2019;170017685;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20002986600122;HOPITAL DE JOUR PEDO-PSY LA ROCHELLE;;208;R;MARIUS LACROIX;;BP 519;17022;LA ROCHELLE CEDEX 1;17300;;
IDB;2019;170017693;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600049;CMP/CATTP ST-MARTIN DE RE;;53;R;DE L HOPITAL;;;17410;ST MARTIN DE RE;17369;;
IDB;2019;170017701;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600411;CMP/CATTP/CMPE SURGERES;;30;R;PAUL ROUVIER;;;17700;SURGERES;17434;;
IDB;2019;170017727;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600387;CMP/CATTP MARANS;;35;AV;DU GENERAL DE GAULLE;;;17230;MARANS;17218;;
IDB;2019;170017750;24;170024194;75;17;13;1;355;PUB2;1;0;;0;0;20002986600247;HOPITAL DE JOUR DELACROIX/CMP/CATTP;;1;R;MARIUS LACROIX;;BP 519;17000;LA ROCHELLE;17300;;
IDB;2019;170017776;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600395;CMP/CATTP OLERON;;21;R;DE CARINENA;;;17310;ST PIERRE D OLERON;17385;;
IDB;2019;170017784;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600379;CMP/CATTP MARENNES;;;R;DU DOCTEUR ROUX;;LE CAP;17320;MARENNES;17219;;
IDB;2019;170017800;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600304;CMP/CATTP LE PAVOIS;;;AV;DE BELIGON;;;17300;ROCHEFORT;17299;;
IDB;2019;170017826;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600056;CMP/CATTP LE BELEM;;;ALL;DES COMBES;;;17440;AYTRE;17028;;
IDB;2019;170017834;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600262;CMP INTERMEDE;;;R;DE BEAUREGARD;;;17000;LA ROCHELLE;17300;;
IDB;2019;170017842;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;20002986600296;CMPE ROCHEFORT;;1;PL;DE VERDUN;;;17300;ROCHEFORT;17299;;
IDB;2019;170017917;24;170780175;75;17;13;1;156;PUB7;1;0;;0;0;26170002500255;CAMPE (CH DE SAINTONGE);;15;R;DE L'ALMA;;;17100;SAINTES;17415;;
IDB;2019;170017925;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;;CMP/CMPE ADOS PEDOS OLERON;;;R;DE LA TORSE;;;17310;ST PIERRE D OLERON;17385;;
IDB;2019;170017933;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200097;C.M.P. - E.S.P.A.S. (CH JONZAC);;48;AV;DE LA GRANDE CONCHE;;;17200;ROYAN;17306;;
IDB;2019;170017966;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200113;C. M. P. VAUX/MER (CH JONZAC);;;CTRE;HOSPITALIER;;BP 217 C;17205;ROYAN CEDEX;17306;;
IDB;2019;170018006;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200139;C. M. P. LA PASSERELLE (CH JONZAC);;18;R;FELIX FAURE;;;17500;JONZAC;17197;;
IDB;2019;170018014;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200295;C. M. P. (CH JONZAC);;;R;GABRIEL PERRIER;;;17800;PONS;17283;;
IDB;2019;170018022;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200154;C.M.P. - C.A.M.P.E. (CH JONZAC);;17;R;NATIONALE;;;17270;MONTGUYON;17241;;
IDB;2019;170018030;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200162;C. M. P. (CH JONZAC);;17;RTE;DE ROYAN;;;17130;MONTENDRE;17240;;
IDB;2019;170018055;24;170780050;75;17;13;1;425;PUB7;1;0;;0;0;26170027200261;C.A.T.T.P. LA PASSERELLE (CH JONZAC);;18;R;FELIX FAURE;;;17500;JONZAC;17197;;
IDB;2019;170020945;24;170780050;75;17;13;1;355;PUB2;1;0;;0;0;26170027200253;APPT. RELAIS ODYSSEE (CH JONZAC);;73;AV;DE PONTAILLAC;;;17200;ROYAN;17306;;
IDB;2019;170020952;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200246;CTRE SOINS AMBUL LA PASSERELLE;;18;R;FELIX FAURE;;;17500;JONZAC;17197;;
IDB;2019;170020960;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200238;C. M. P. (CH JONZAC);;15;R;DU MARECHAL FOCH;;;17260;GEMOZAC;17172;;
IDB;2019;170020978;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200220;C. M. P. (CH JONZAC);;1;RTE;DU CHAY;;;17600;SAUJON;17421;;
IDB;2019;170020986;24;170780175;75;17;13;1;355;PUB2;1;0;;0;0;26170002500313;CMP + HOP DE JOUR PSY ADULT - S4;;17B;R;CAMUZET;;;17400;ST JEAN D ANGELY;17347;;
IDB;2019;170021778;24;170780175;75;17;13;1;355;PUB2;1;0;;0;0;26170002500115;HOP. DE JOUR PEDOPSYCHIATRIE;;15;R;DE L ALMA;;;17108;SAINTES CEDEX;17415;;
IDB;2019;170022057;02;;75;17;29;1;699;;1;3;;2;1;;GCS URGENCES DU PAYS ROYANNAIS;;;;SAINT SORDELIN;;;17640;VAUX SUR MER;17461;;
IDB;2019;170022735;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200329;CTRE MEDICO-PSYCHOLOGIQUE;;22;R;DU BOIS DU FOUILLOUX;;;17530;ARVERT;17021;;
IDB;2019;170022743;24;170780050;75;17;13;1;156;PUB7;1;0;;0;0;26170027200311;CTRE MEDICO-PSYCHOLOGIQUE;;1;ALL;DES SOUPIRS;;;17120;COZES;17131;;
IDB;2019;170022867;24;170780050;75;17;13;1;355;PUB2;1;0;;0;0;26170027200303;UPADO - HOP DE JOUR + CMP - CH JONZAC;;66;AV;DANIEL HEDDE;RESIDENCE L'ESCALE;;17200;ROYAN;17306;;
IDB;2019;170023253;24;170780175;75;17;13;1;156;PUB7;1;0;;0;0;26170002500354;CMP CAPADO (CH SAINTONGE);;16;R;SAINT EUTROPE;;;17100;SAINTES;17415;;
IDB;2019;170024194;02;;75;17;14;1;355;;1;0;;2;1;;CH GRPE HOSP. DE LA_ROCHELLE-RE-AUNIS;;;;DU DOCTEUR SCHWEITZER;;;17019;LA ROCHELLE CEDEX 1;17300;0646455050;
IDB;2019;170025266;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20004783500505;SISA;;;R;DU DOCTEUR SCHWEITZER;;;17000;LA ROCHELLE;17300;;
IDB;2019;170025548;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;;CMP ADOLESCENTS ROCHEFORT;;;CHE;DE LA VIEILLE FORME;CLOS LAPEROUSE;;17300;ROCHEFORT;17299;;
IDB;2019;170025555;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;;CMP AIGREFEUILLE D'AUNIS;;;PL;DU 8 MAI 1945;ESPACE AGRIFOLIUM;;17290;AIGREFEUILLE D AUNIS;17003;;
IDB;2019;170780050;02;;75;17;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE JONZAC;;;;WINSTON CHURCHILL;;BP 80109;17503;JONZAC CEDEX;17197;0546487575;
IDB;2019;170780142;02;;75;17;13;1;106;;1;0;;1;1;;CH ST PIERRE OLERON;;;;CARINENA;;BP 20;17310;ST PIERRE D OLERON;17385;0546763100;
IDB;2019;170780167;02;;75;17;13;1;355;;1;0;;1;1;;CH DE SAINT-JEAN D'ANGELY;;;;DU PORT;;BP 93;17415;ST JEAN D ANGELY CEDEX;17347;0546595050;
IDB;2019;170780175;02;;75;17;13;1;355;;1;0;;1;1;;CTRE HOSP. DE SAINTONGE - SAINTES;;;;AMBROISE PARE;;BP 10326;17108;SAINTES CEDEX;17415;0546951515;
IDB;2019;170780191;02;;75;17;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE ROYAN;;;;SAINT SORDELIN;;BP 70217 - VAUX-SUR-MER;17205;ROYAN CEDEX;17306;0546395252;
IDB;2019;170780209;02;;75;17;13;1;106;;1;0;;1;1;;CH DUBOIS MEYNARDIE MARENNES;;;;DU DOCTEUR ROUX;;BP 80;17320;MARENNES;17219;0546850138;
IDB;2019;170780225;02;;75;17;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER ROCHEFORT;;;;BELIGON;;B. P. 30009;17301;ROCHEFORT CEDEX;17299;0546885050;
IDB;2019;170780266;02;;75;17;11;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DE BOSCAMNANT;;;;LES BRUYERES;;;17360;BOSCAMNANT;17055;0546865000;
IDB;2019;170784532;24;170780175;75;17;13;1;156;PUB7;1;0;;0;0;26170002500131;CMP SAINTES - S5 (CH SAINTONGE);;116;CRS;PAUL DOUMER;;;17108;SAINTES CEDEX;17415;;
IDB;2019;170784805;24;170024194;75;17;14;1;156;PUB7;1;0;;0;0;;CMP/CMPE ADOS PEDOS MARENNES;;9;AV;DU MARECHAL LECLERC;;;17320;MARENNES;17219;;
IDB;2019;170784839;24;170780050;75;17;13;1;355;PUB2;1;0;;0;0;26170027200048;UPIJ - HOP DE JOUR + CMP - CH JONZAC;;11;AV;DES POILUS;;BP 80109;17500;JONZAC;17197;;
IDB;2019;170784847;24;170780050;75;17;13;1;355;PUB2;1;0;;0;0;26170027200188;UPIJ - HOP DE JOUR + CATTP - CH JONZAC;;1;AV;DU NID D AIGLE;;;17200;ROYAN;17306;;
IDB;2019;170785661;24;170780175;75;17;13;1;355;PUB2;1;0;;0;0;26170002500362;H JOUR + CAMPE + CASPA (CH SAINTONGE);;6;R;JELU;;;17400;ST JEAN D ANGELY;17347;;
IDB;2019;170786388;24;170024194;75;17;14;1;355;PUB2;1;0;;0;0;20002986600270;HOPITAL DE JOUR PEDO-PSY ROCHEFORT;;1;PL;DE VERDUN;;;17300;ROCHEFORT;17299;;
IDB;2019;170786412;34;170780175;75;17;13;1;362;PUB9;1;0;;0;0;26170002500081;USLD AQUITANIA - CH SAINTONGE;;21;R;DE L ALMA;;BP 10326;17108;SAINTES CEDEX;17415;;
IDB;2019;170791305;34;170780225;75;17;13;1;362;PUB9;1;0;;0;0;26170033000192;USLD - CH ROCHEFORT;CENTRE DE GERONTOLOGIE;1;AV;BELIGON;;BP 30009;17301;ROCHEFORT CEDEX;17299;;
IDB;2019;170791321;34;170024194;75;17;14;1;362;PUB9;1;0;;0;0;20002986600320;USLD CH LA ROCHELLE;;;R;MOULIN DES JUSTICES;;BP 519 - PUILBOREAU;17022;LA ROCHELLE CEDEX 1;17300;;
IDB;2019;170795140;24;170780175;75;17;13;1;425;PUB7;1;0;;0;0;26170002500263;C.A.T.T.P. (CH SAINTONGE);;8;R;MICHEL TEXIER;;;17400;ST JEAN D ANGELY;17347;;
IDB;2019;180000028;02;;24;18;13;1;355;;1;0;;2;1;;CH JACQUES COEUR DE BOURGES;;;;FRANCOIS MITTERRAND;;CS 30010;18020;BOURGES CEDEX;18033;0248484848;
IDB;2019;180000051;02;;24;18;13;1;355;;1;0;;1;1;;CH DE VIERZON;;;;LEO MERIGOT;;BP 237;18102;VIERZON CEDEX;18279;0248523333;
IDB;2019;180000069;02;;24;18;13;1;355;;1;0;;1;1;;CH SAINT AMAND MONTROND;;;;JEAN JAURES;;BP 80180;18206;ST AMAND MONTROND CEDEX;18197;0248632525;
IDB;2019;180000093;02;;24;18;13;1;106;;1;0;;1;1;;CH DE SANCERRE;;;;DES AUGUSTINS;;BP 22;18300;SANCERRE;18241;0248785200;
IDB;2019;180000184;24;180001158;24;18;14;1;292;PUB3;1;0;;0;0;26180365400027;CH GEORGE SAND CHEZAL BENOIT;;;R;DE L'EGLISE;;;18160;CHEZAL BENOIT;18065;;
IDB;2019;180000820;24;180001158;24;18;14;1;292;PUB3;1;0;;0;0;26180365400035;CH GEORGES SAND DUN SUR AURON;;8;R;DE L'ERMITAGE;;;18130;DUN SUR AURON;18087;;
IDB;2019;180001158;02;;24;18;14;1;292;;1;0;;1;1;;CH GEORGE SAND EPSIC DU CHER;;;;LOUIS MALLET;;BP 6050;18024;BOURGES CEDEX;18033;0248665252;
IDB;2019;180004640;34;180000051;24;18;13;1;362;PUB9;1;0;;0;0;26180023900046;USLD CH VIERZON;SITE DE LA NOUE;83;AV;DU 14 JUILLET;;;18100;VIERZON;18279;;
IDB;2019;180004673;34;180000069;24;18;13;1;362;PUB9;1;0;;0;0;26180018900043;USLD DU CH DE SAINT- AMAND- MONTROND;;;R;DE LA CROIX DUCHET;;;18200;ST AMAND MONTROND;18197;;
IDB;2019;180004889;34;180000093;24;18;13;1;362;PUB9;1;0;;0;0;26180020500021;USLD DU CH DE SANCERRE;;;REM;DES AUGUSTINS;;;18300;SANCERRE;18241;;
IDB;2019;180005696;34;180001158;24;18;14;1;362;PUB9;1;0;;0;0;26180365400100;USLD DU C H BEAUREGARD DE BOURGES;;77;R;LOUIS MALLET;;;18016;BOURGES CEDEX;18033;;
IDB;2019;180005803;34;180000028;24;18;13;1;362;PUB9;1;0;;0;0;26180007200041;USLD DU CH JACQUES COEUR DE BOURGES;;6;R;TAILLEGRAIN;;;18000;BOURGES;18033;;
IDB;2019;180006496;08;;24;18;85;2;699;;9;9;;1;1;;CTRE D'ONCOLOGIE ET DE RADIO ST JEAN;;;;DE VOUZERON;;;18230;ST DOULCHARD;18205;0248244308;
IDB;2019;190000042;02;;75;19;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER DUBOIS BRIVE;;;;DOCTEUR VERLHAC;;BP 432;19312;BRIVE LA GAILLARDE CEDEX;19031;0555926000;
IDB;2019;190000059;02;;75;19;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER COEUR DE CORREZE;;;;DU DOCTEUR MASCHAT;;BP 160;19012;TULLE CEDEX;19272;0555297900;
IDB;2019;190000067;02;;75;19;13;1;106;;1;0;;1;1;;HOPITAL LOCAL BORT-LES-ORGUES;;;;GUSTAVE PARRE;;;19110;BORT LES ORGUES;19028;0555463333;
IDB;2019;190000075;02;;75;19;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER D'USSEL;;;;DOCTEUR ROULLET;;BP 55;19208;USSEL CEDEX;19275;0555964000;
IDB;2019;190000125;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;;VAL'HORIZON UNITÉ RÉHABILITATION PSY;;49B;R;EMILE PAGNON;;;19100;BRIVE LA GAILLARDE;19031;;
IDB;2019;190000711;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;77556684700023;CTRE HOSPITALIER PAYS EYGURANDE;;;;LA CELLETTE;;;19340;MONESTIER MERLINES;19141;0555943207;
IDB;2019;190001396;25;190000117;75;19;61;3;156;PNL7;6;1;;0;0;77556684700098;CENTRE MEDICO PSYCHOLOGIQUE;;28;IMP;JEAN JAURES;;;19200;USSEL;19275;0555724600;
IDB;2019;190002485;02;;75;19;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER GERIATRIQUE UZERCHE;;;;RAYMOND SIDOIS;;BP 7;19140;UZERCHE;19276;0555971600;
IDB;2019;190002519;02;;75;19;11;1;355;;1;0;;1;1;;CH JEAN-MARIE DAUZIER - CORNIL;;;;GRAND'RUE;;RABÈS;19150;CORNIL;19061;0555936900;
IDB;2019;190002717;34;190000075;75;19;13;1;362;PUB9;1;0;;0;0;26192750300050;USLD USSEL;CENTRE HOSPITALIER;2;AV;DU DOCTEUR ROULLET;;BP 55;19208;USSEL CEDEX;19275;;
IDB;2019;190002725;34;190000067;75;19;13;1;362;PUB9;1;0;;0;0;26190280300020;USLD BORT-LES-ORGUES;;190;R;GUSTAVE PARRE;;;19110;BORT LES ORGUES;19028;;
IDB;2019;190002741;34;190000059;75;19;13;1;362;PUB9;1;0;;0;0;26192720600084;USLD TULLE;LE CHANDOU;;LD;LE CHANDOU;CENTRE HOSPITALIER;;19000;TULLE;19272;;
IDB;2019;190004507;24;190000042;75;19;13;1;156;PUB7;1;0;;0;0;26190310800148;CENTRE MEDICO PSYCHOLOGIQUE;;24;R;DU DOCTEUR ROUX;;;19100;BRIVE LA GAILLARDE;19031;;
IDB;2019;190004796;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;77556684700056;UNITE TRAITEMENT MAL. ALCOOLIQUE UTMA;;;;L'ABEILLE;;;19340;MONESTIER MERLINES;19141;;
IDB;2019;190005199;24;190000042;75;19;13;1;355;PUB2;1;0;;0;0;26190310800098;UNITE SCOLAIRE THERAPEUTIQUE;;26;AV;GUYNEMER;ECOLE HENRI GERARD;;19100;BRIVE LA GAILLARDE;19031;;
IDB;2019;190005470;34;190000042;75;19;13;1;362;PUB9;1;0;;0;0;26190310800106;USLD BRIVE - BEL AIR;CENTRE HOSPITALIER;3;BD;DR VERLHAC;;BP 432;19100;BRIVE LA GAILLARDE;19031;;
IDB;2019;190005975;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;77556684700064;UNITÉ DE SOINS LE CANTOU;;5;RTE;DES ROUCHAUDS;;;19340;MERLINES;19134;;
IDB;2019;190005983;25;190000117;75;19;61;3;412;PNL7;6;1;;0;0;77556684700114;L'ESCALE;;;R;DES AUBAZINES;;;19360;MALEMORT;19123;;
IDB;2019;190009639;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;;HOPITAL DE JOUR;;28;AV;JEAN JAURES;;;19200;USSEL;19275;;
IDB;2019;190009944;24;190000042;75;19;13;1;425;PUB7;1;0;;0;0;26190310800122;CATTP DE CORREZE;UN DEUX TROIS SOLEIL;;;LA QUEYRIE;;;19800;CORREZE;19062;;
IDB;2019;190010595;25;190000117;75;19;61;3;425;PNL7;6;1;;0;0;77556684700098;CATTP;;6;PL;DE LA REPUBLIQUE;;;19200;USSEL;19275;0555962556;
IDB;2019;190010603;25;190000117;75;19;61;3;425;PNL7;6;1;;0;0;;CATTP DE BORT;;450;AV;GAMBETTA;;;19110;BORT LES ORGUES;19028;;
IDB;2019;190011064;24;190000059;75;19;13;1;156;PUB7;1;0;;0;0;26192720600126;CMP TULLE;;2B;AV;WINSTON CHURCHILL;;;19000;TULLE;19272;;
IDB;2019;190011155;25;190000117;75;19;61;3;156;PNL7;6;1;;0;0;77556684700106;CENTRE MEDICO PSYCHOLOGIQUE;;;;LA PETITE RUELLE;;;19340;MERLINES;19134;0555948456;
IDB;2019;190011163;25;190000117;75;19;61;3;425;PNL7;6;1;;0;0;77556684700106;CATTP;;;;LA PETITE RUELLE;;;19340;MERLINES;19134;0555948329;
IDB;2019;190011684;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;;UNITE DE SOINS L'ATRIUM;;;;L'ABEILLE;;;19340;MONESTIER MERLINES;19141;;
IDB;2019;190012682;25;190000117;75;19;61;3;292;PNL3;6;1;;0;0;;UNITE HOSPITALISATION PSY - USSEL;;2;AV;DOCTEUR ROULLET;;;19208;USSEL CEDEX;19275;;
IDB;2019;210002028;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CENTRE MEDICO PSYCHOLOGIQUE;;4;R;QUETIGNEROT;;;21800;QUETIGNY;21515;;
IDB;2019;210002069;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CMP BEAUNE;;60;R;DU FAUBOURG MADELEINE;;;21200;BEAUNE;21054;;
IDB;2019;210002119;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CATTP CENTRE DE JOUR UPSILON;;31;R;SAMBIN;;;21000;DIJON;21231;;
IDB;2019;210002168;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CENTRE DE JOUR BACHELARD;;2;ALL;DE BEAUCE;;;21000;DIJON;21231;;
IDB;2019;210002218;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CATTP ICARE;;5;R;BUFFON;;;21800;CHEVIGNY ST SAUVEUR;21171;;
IDB;2019;210002259;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;ATELIER THERAPEUTIQUE ARDOR;;47;R;DE JOUVENCE;;;21000;DIJON;21231;;
IDB;2019;210005708;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CATTP CH LA CHARTREUSE LUCIE-EN-CAROIS;;1;R;DE DIJON;;;21121;FONTAINE LES DIJON;21278;;
IDB;2019;210007431;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800069;CMP CENTRE DE JOUR BEAUCE EN VERGY;;30;AV;MARÉCHAL LYAUTEY;;;21000;DIJON;21231;;
IDB;2019;210007456;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800077;LA FONTAINE AUX BERLINGOTS;;2B;R;EN TREPPEY;;;21000;DIJON;21231;;
IDB;2019;210007571;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CENTRE DE JOUR ARLEQUIN;;2;R;HENRI DUNANT;;;21200;BEAUNE;21054;;
IDB;2019;210008512;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CMP CENTRE DE JOUR;LES COTEAUX DU SUZON;8;AV;DE LA CONCORDE;;;21000;DIJON;21231;;
IDB;2019;210010567;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800168;CENTRE DE JOUR PEDOPSY. LES RONDEAUX;;;R;JEAN GIONO;;;21000;DIJON;21231;;
IDB;2019;210010591;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800150;CMP/CATTP/HDJ LAMARTINE;;;R;DU 8 MAI 1945;;;21250;SEURRE;21607;;
IDB;2019;210010617;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800143;CENTRE DE JOUR CHATEAU PROST;;;R;DU CHATEAU;;;21130;AUXONNE;21038;;
IDB;2019;210010625;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800135;CMP CENTRE DE JOUR CARNOT;;9;BD;CARNOT;;;21000;DIJON;21231;;
IDB;2019;210010633;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800085;CMP CENTRE DE JOUR VILLA DES PERRIERES;;37;BD;DE L'OUEST;;;21000;DIJON;21231;;
IDB;2019;210010641;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800093;CMP CENTRE DE JOUR MARCO CAVALLO;;2B;RTE;DE DIJON;;;21600;LONGVIC;21355;;
IDB;2019;210010666;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800101;CMP CENTRE DE JOUR;;60;AV;DU 14 JUILLET;;;21300;CHENOVE;21166;;
IDB;2019;210010690;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210006800127;CENTRE MEDICO PSYCHOLOGIQUE DE JOUR;;30;AV;DU DE GAULLE;;;21110;GENLIS;21292;;
IDB;2019;210010773;08;;27;21;79;2;698;;0;9;;1;1;;SCM DRS ALTWEGG, BONE-LEPINOY, JANORAY;INSTITUT DE CANCEROLOGIE DE BRG;;;GÉNÉRAL DE GAULLE;;;21000;DIJON;21231;0380673010;
IDB;2019;210012142;02;;27;21;14;1;355;;1;0;;2;1;;CTRE HOSPITALIER DE LA HAUTE COTE D OR;CH-HCO;;;GUENIOT;;;21350;VITTEAUX;21710;0380339192;
IDB;2019;210012175;02;;27;21;14;1;355;;1;0;;2;1;;HOSPICES CIVILS DE BEAUNE;;;;GUIGONE DE SALINS;;BP104;21203;BEAUNE CEDEX;21054;0380244444;
IDB;2019;210012290;06;;27;21;61;3;899;;6;0;;1;1;;SANTELYS BOURGOGNE FRANCHE-COMTE;;;;DE LA BROT;;;21850;ST APOLLINAIRE;21540;0380729400;
IDB;2019;210780417;08;;27;21;61;3;131;;6;0;;2;1;;CRLCC GEORGES-FRANCOIS LECLERC;;;;DU PROFESSEUR MARION;;B.P. 77980;21079;DIJON CEDEX;21231;0380737500;
IDB;2019;210780581;02;;27;21;13;1;101;;1;0;;2;1;;CHU DIJON BOURGOGNE;;;;MAL DE LATTRE DE TASSIGNY;BIS;BP 77908;21034;DIJON CEDEX;21231;0380293031;
IDB;2019;210780607;02;;27;21;11;1;292;;1;0;;1;1;;CH LA CHARTREUSE;LA CHARTREUSE;;;CHANOINE KIR;;BP 23314;21033;DIJON CEDEX;21231;0380424801;
IDB;2019;210780631;02;;27;21;13;1;106;;1;0;;1;1;;CENTRE HOSPITALIER D'IS-SUR-TILLE;;;;VICTOR HUGO;;BP20;21120;IS SUR TILLE;21317;0380956262;
IDB;2019;210780672;02;;27;21;13;1;106;;1;0;;1;1;;CH D'AUXONNE;;;;DU CHATEAU;;;21130;AUXONNE;21038;0380483469;
IDB;2019;210780706;02;;27;21;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER ROBERT MORLEVAT;;;;PASTEUR;;BP 28;21140;SEMUR EN AUXOIS;21603;0380896402;
IDB;2019;210981809;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;;CATTP LA CHARTREUSE MAISON MATISSE;;9;R;CONFRERIE;;;21121;FONTAINE LES DIJON;21278;;
IDB;2019;210983474;34;210012175;27;21;14;1;362;PUB9;1;0;;0;0;26210121500016;USLD CH ARNAY LE DUC;;3;R;DES CAPUCINS;;BP 49;21230;ARNAY LE DUC;21023;;
IDB;2019;210983565;34;210012142;27;21;14;1;362;PUB9;1;0;;0;0;20004781900145;CH - HCO USLD SAULIEU;CH - HCO USLD SAULIEU;2;R;COURTEPEE;;;21210;SAULIEU;21584;;
IDB;2019;210985214;24;210780607;27;21;11;1;415;PUB7;1;0;;0;0;26210006800010;SERVICE MÉDICO PSYCHOLOGIQUE RÉGIONAL;;72;R;D'AUXONNE;MAISON D'ARRET;;21000;DIJON;21231;;
IDB;2019;210986204;24;210780607;27;21;11;1;292;PUB3;1;0;;0;0;26210003500050;CENTRE DE GUIDANCE INFANTILE CH BEAUNE;;;R;JEAN BELIN;;;21200;BEAUNE;21054;;
IDB;2019;210986386;34;210012175;27;21;14;1;362;PUB9;1;0;;0;0;26210019100010;USLD SEURRE;;14;FG;SAINT GEORGES;;;21250;SEURRE;21607;;
IDB;2019;220000020;02;;53;22;13;1;355;;1;0;;2;1;;CENTRE HOSPITALIER DE SAINT BRIEUC;;;;MARCEL PROUST;;;22023;ST BRIEUC CEDEX 1;22278;0296017123;
IDB;2019;220000046;02;;53;22;13;1;355;;1;0;;2;1;;CENTRE HOSPITALIER DINAN;;;;CHATEAUBRIAND;;B.P 91056;22101;DINAN CEDEX;22050;0296857285;
IDB;2019;220000079;02;;53;22;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER GUINGAMP;;;;DE L'ARMOR;;BP 10548;22200;GUINGAMP;22070;0296445656;
